Club Name,Pitch Name,Latitude,Longitude,Province,Country,Division,County,Directions,Twitter,Elevation,Annual Rainfall,Rain Days,Uses VEO,VEO Recordings,VEO Club Identifier
"St. Patricks GAA, Donabate",,53.48527200,-6.13169600,Leinster,Ireland,Dublin,Dublin,"https://maps.google.com/?daddr=53.485272,-6.131696",https://twitter.com/stpatsdonabate,7.00,833.30,241.00,false,0,
"St. Patrick's GAA, Donagh",Louis Leonard Memorial Park,54.21580200,-7.38902000,Ulster,United Kingdom,Fermanagh,Fermanagh,"https://maps.google.com/?daddr=54.215802,-7.38902",https://twitter.com/stpatsgfcdonagh,72.00,1059.90,288.00,false,0,
"St. Patrick's GAA, Donaghmore",Fr. Éamonn Devlin Park,54.53403200,-6.81207100,Ulster,United Kingdom,Tyrone,Tyrone,"https://maps.google.com/?daddr=54.534032,-6.812071",https://twitter.com/donaghmoregaa,76.00,1004.65,287.00,false,0,
"St. Patrick's GAA, Dromahaire",Dromahair Park,54.23302300,-8.31095800,Connacht,Ireland,Leitrim,Leitrim,"https://maps.google.com/?daddr=54.233023,-8.310958",https://twitter.com/dromahairgaa,11.00,1337.80,291.00,false,0,
"St. Patrick's GAA, Dromintee",Lochrie and Campbell Park,54.09800300,-6.39871700,Ulster,United Kingdom,Armagh,Armagh,"https://maps.google.com/?daddr=54.098003,-6.398717",https://twitter.com/drominteegac,103.00,918.32,281.00,false,0,
"St. Patrick's GAA, Drumgath",Drumgath GAA Grounds,54.22961000,-6.21445200,Ulster,United Kingdom,Down,Down,"https://maps.google.com/?daddr=54.22961,-6.214452",,66.00,956.52,277.00,false,0,
"St. Patrick's GAA, Eglish",Fr. Connolly Park,54.45196000,-6.79855500,Ulster,United Kingdom,Tyrone,Tyrone,"https://maps.google.com/?daddr=54.45196,-6.798555",,46.00,949.20,287.00,false,0,
"St. Patrick's GAA, Gortin",Gortin GAA Grounds,54.71834200,-7.22870400,Ulster,United Kingdom,Tyrone,Tyrone,"https://maps.google.com/?daddr=54.718342,-7.228704",https://twitter.com/gortingaa,94.00,1167.80,300.00,false,0,
"St. Patrick's GAA, Greencastle",Greencastle GAA Grounds,54.69825500,-7.06718400,Ulster,United Kingdom,Tyrone,Tyrone,"https://maps.google.com/?daddr=54.698255,-7.067184",https://twitter.com/greencastlegaa,230.00,1244.81,298.00,false,0,
"St. Patricks GAA, Lisbellaw",St. Patrick's Park,54.34469500,-7.55818200,Ulster,United Kingdom,Fermanagh,Fermanagh,"https://maps.google.com/?daddr=54.344695,-7.558182",https://twitter.com/lisbellaw_hc,133.00,1077.25,294.00,false,0,
"St. Patrick's GAA, Lisburn",Kirkwoods Park,54.52810100,-6.04942700,Ulster,United Kingdom,Antrim,Antrim,"https://maps.google.com/?daddr=54.528101,-6.049427",https://twitter.com/stpatricksgac,69.00,977.68,280.00,false,0,
"St. Patricks GAA, Palmerstown",,53.34729700,-6.36310500,Leinster,Ireland,Dublin,Dublin,"https://maps.google.com/?daddr=53.347297,-6.363105",https://twitter.com/Palmerstown_gaa,43.00,927.50,245.00,false,0,
"St. Patrick's GAA, Portaferry",St. Patrick's Park,54.37391200,-5.53218100,Ulster,United Kingdom,Down,Down,"https://maps.google.com/?daddr=54.373912,-5.532181",https://twitter.com/portaferrygac,18.00,1008.76,271.00,false,0,
"St. Patrick's GAA, Rock",Páirc Naomh Pádraig,54.59920500,-6.83147600,Ulster,United Kingdom,Tyrone,Tyrone,"https://maps.google.com/?daddr=54.599205,-6.831476",https://twitter.com/ancharraig,90.00,1069.23,293.00,false,0,
"St. Patrick's GAA, Saul",St. Patrick's Park,54.34865300,-5.65356800,Ulster,United Kingdom,Down,Down,"https://maps.google.com/?daddr=54.348653,-5.653568",https://twitter.com/saulgac_andun,58.00,1008.76,271.00,false,0,
"St. Patrick's GAA, Skreen/Dromard",Seamie Donegan Memorial Park,54.24062510,-8.67955060,Connacht,Ireland,Sligo,Sligo,"https://maps.google.com/?daddr=54.2406251,-8.6795506",https://twitter.com/stpatrickssligo,26.00,1281.50,291.00,false,0,
"St. Patrick's GAA, Stamullen",Cockhill Road,53.63330900,-6.26285500,Leinster,Ireland,Meath,Meath,"https://maps.google.com/?daddr=53.633309,-6.262855",https://twitter.com/stpatsmeath,28.00,764.10,250.00,false,0,
"St. Patrick's GAA, Tattyreagh",Darcy Park,54.53481700,-7.28179900,Ulster,United Kingdom,Tyrone,Tyrone,"https://maps.google.com/?daddr=54.534817,-7.281799",https://twitter.com/tattyreaghgaa,87.00,1038.24,295.00,false,0,
"St. Patrick's GAA, The Loup",Páirc Naomh Pádraig,54.70204300,-6.58917900,Ulster,United Kingdom,Derry,Derry,"https://maps.google.com/?daddr=54.702043,-6.589179",https://twitter.com/anlubgac,65.00,954.31,288.00,false,0,
"St. Patrick's GAA, Tullow",Brother Leo Park,52.80795300,-6.74477100,Leinster,Ireland,Carlow,Carlow,"https://maps.google.com/?daddr=52.807953,-6.744771",https://twitter.com/stpatricksgaa,72.00,842.20,249.00,false,0,
"St. Patrick's GAA, Wicklow",,52.97365700,-6.02660800,Leinster,Ireland,Wicklow,Wicklow,"https://maps.google.com/?daddr=52.973657,-6.026608",https://twitter.com/stpatsgaawick,46.00,1016.20,239.00,false,0,
St. Pats Blennerville,,52.25372100,-9.73466300,Munster,Ireland,Kerry,Kerry,"https://maps.google.com/?daddr=52.253721,-9.734663",https://twitter.com/stpatsgaaclub,3.00,1385.10,283.00,false,0,
St. Paul's,,53.43332100,-6.47938000,Leinster,Ireland,Meath,Meath,"https://maps.google.com/?daddr=53.433321,-6.47938",https://twitter.com/stpaulsgfc,70.00,805.60,240.00,false,0,
St. Paul's,,53.66679500,-7.02266200,Leinster,Ireland,Westmeath,Westmeath,"https://maps.google.com/?daddr=53.666795,-7.022662",https://twitter.com/stpaulsgaa,91.00,923.80,263.00,false,0,
"St. Paul's GAA, Holywood",Pádraig McNamee Park,54.63726700,-5.84106400,Ulster,United Kingdom,Down,Down,"https://maps.google.com/?daddr=54.637267,-5.841064",https://twitter.com/naomh_pol,12.00,974.87,286.00,false,0,
"St. Paul's GAA, Lurgan",Taghnevan Playing Fields,54.45201400,-6.34839300,Ulster,United Kingdom,Armagh,Armagh,"https://maps.google.com/?daddr=54.452014,-6.348393",https://twitter.com/naomhpol,52.00,966.75,278.00,false,0,
"St. Paul's GAC, Belfast","St. Paul's Park, Shaws Road",54.57472700,-6.00626100,Ulster,United Kingdom,Antrim,Antrim,"https://maps.google.com/?daddr=54.574727,-6.006261",https://twitter.com/stpaulsgac,63.00,977.48,278.00,false,0,
St. Peregrines,,53.39457800,-6.40482800,Leinster,Ireland,Dublin,Dublin,"https://maps.google.com/?daddr=53.394578,-6.404828",https://twitter.com/peregrinesgaa,62.00,817.40,238.00,false,0,
"St. Peter's GAA, Dunboyne",,53.41050600,-6.47441200,Leinster,Ireland,Meath,Meath,"https://maps.google.com/?daddr=53.410506,-6.474412",https://twitter.com/dunboynegaa,74.00,770.80,245.00,false,0,
"St. Peter's GAA, Lurgan",St. Peter's Park,54.46767200,-6.32855300,Ulster,United Kingdom,Armagh,Armagh,"https://maps.google.com/?daddr=54.467672,-6.328553",https://twitter.com/stpetersgaa,43.00,966.75,278.00,false,0,
"St. Peter's GAA, Warrenpoint","Liam O'Hare Park, Moygannon",54.10337400,-6.22852700,Ulster,United Kingdom,Down,Down,"https://maps.google.com/?daddr=54.103374,-6.228527",https://twitter.com/warrenpointgaa,7.00,918.32,281.00,false,0,
Strabane Shamrocks,Sigerson Park,54.81839500,-7.45721100,Ulster,United Kingdom,Tyrone,Tyrone,"https://maps.google.com/?daddr=54.818395,-7.457211",https://twitter.com/strabashamrocks,6.00,1062.51,296.00,false,0,
Stradbally GAA,,52.13296900,-7.45457400,Munster,Ireland,Waterford,Waterford,"https://maps.google.com/?daddr=52.132969,-7.454574",https://twitter.com/stradbally_gaa,71.00,1395.90,257.00,false,0,
Stradbally GAA,,53.00870400,-7.14575500,Leinster,Ireland,Laois,Laois,"https://maps.google.com/?daddr=53.008704,-7.145755",https://twitter.com/stradbally_gaa,87.00,831.70,246.00,false,0,
Straffan,,53.31127600,-6.60663800,Leinster,Ireland,Kildare,Kildare,"https://maps.google.com/?daddr=53.311276,-6.606638",https://twitter.com/straffangaa,61.00,801.90,250.00,false,0,
Stratford Grangecon,,52.99714700,-6.66990800,Leinster,Ireland,Wicklow,Wicklow,"https://maps.google.com/?daddr=52.997147,-6.669908",,166.00,1165.40,275.00,false,0,
Strokestown GAA,Strokestown GAA Grounds,53.77847020,-8.11249650,Connacht,Ireland,Roscommon,Roscommon,"https://maps.google.com/?daddr=53.7784702,-8.1124965",https://twitter.com/strokestowngaa,67.00,1028.90,271.00,false,0,
Strokestown GAA,Farnbeg,53.76764200,-8.10462500,Connacht,Ireland,Roscommon,Roscommon,"https://maps.google.com/?daddr=53.767642,-8.104625",https://twitter.com/strokestowngaa,56.00,1028.90,271.00,false,0,
St. Ronan's GAA,Kilronan Park,54.07214700,-8.20016700,Connacht,Ireland,Roscommon,Roscommon,"https://maps.google.com/?daddr=54.072147,-8.200167",https://twitter.com/stronansgaa,69.00,1276.10,292.00,false,0,
St Rynaghs Football,Cloghan,53.22215900,-7.88393400,Leinster,Ireland,Offaly,Offaly,"https://maps.google.com/?daddr=53.222159,-7.883934",https://twitter.com/strynaghsfoot,56.00,922.10,261.00,false,0,
St Rynaghs Hurling,St. Rynagh's Park,53.18866600,-7.97513000,Leinster,Ireland,Offaly,Offaly,"https://maps.google.com/?daddr=53.188666,-7.97513",https://twitter.com/strynaghs,57.00,936.50,260.00,false,0,
St. Saviours,,52.24091700,-7.13807600,Munster,Ireland,Waterford,Waterford,"https://maps.google.com/?daddr=52.240917,-7.138076",https://twitter.com/stsavioursgaa,19.00,1240.40,236.00,false,0,
St. Senan's,Jackie Finnerty Park,52.39587100,-9.51566700,Munster,Ireland,Kerry,Kerry,"https://maps.google.com/?daddr=52.395871,-9.515667",https://twitter.com/stsenansgaa1,102.00,1303.70,282.00,false,0,
St. Senan's,Páirc Naomh Seanáin,52.60814200,-9.10394500,Munster,Ireland,Limerick,Limerick,"https://maps.google.com/?daddr=52.608142,-9.103945",https://twitter.com/stsenansgaa1,2.00,1149.40,272.00,false,0,
"St. Sennan's, Kilkee",,52.67901300,-9.63989200,Munster,Ireland,Clare,Clare,"https://maps.google.com/?daddr=52.679013,-9.639892",,10.00,1368.10,278.00,false,0,
"St. Sylvesters GAA, Malahide",Broomfield Pitch,53.43859420,-6.14986100,Leinster,Ireland,Dublin,Dublin,"https://maps.google.com/?daddr=53.4385942,-6.149861",https://twitter.com/officialsylsgaa,18.00,833.30,241.00,false,0,
"St. Sylvesters GAA, Malahide",Malahide Castle,53.44135000,-6.16168000,Leinster,Ireland,Dublin,Dublin,"https://maps.google.com/?daddr=53.44135,-6.16168",https://twitter.com/officialsylsgaa,17.00,833.30,241.00,false,0,
"St. Teresa's GAA, Belfast",McDonnell/Doherty Park,54.57902000,-6.00732700,Ulster,United Kingdom,Antrim,Antrim,"https://maps.google.com/?daddr=54.57902,-6.007327",https://twitter.com/naomhtreasaclg,85.00,977.48,278.00,false,0,
"St. Teresa's GAA, Loughmacrory",Páirc an Locha,54.62736800,-7.10576200,Ulster,United Kingdom,Tyrone,Tyrone,"https://maps.google.com/?daddr=54.627368,-7.105762",,169.00,1159.78,295.00,false,0,
St. Thomas GAA,"Páirc Thomáis Naofa, Castleboy",53.14141500,-8.70483600,Connacht,Ireland,Galway,Galway,"https://maps.google.com/?daddr=53.141415,-8.704836",https://twitter.com/stthomasshc,60.00,1164.00,276.00,false,0,
"St. Trea's GAA, Ballymaguigan",Ballymaguigan GAA Grounds,54.74259100,-6.52316700,Ulster,United Kingdom,Derry,Derry,"https://maps.google.com/?daddr=54.742591,-6.523167",https://twitter.com/naomhtreagaa,17.00,954.31,288.00,false,0,
St. Ultan's,,53.67218300,-6.81488600,Leinster,Ireland,Meath,Meath,"https://maps.google.com/?daddr=53.672183,-6.814886",https://twitter.com/stultansgfc,74.00,824.50,245.00,false,0,
St. Vincents,,53.37355600,-6.22989000,Leinster,Ireland,Dublin,Dublin,"https://maps.google.com/?daddr=53.373556,-6.22989",https://twitter.com/StVincentsGAA1,26.00,931.70,241.00,false,0,
St. Vincent's,,51.91108600,-8.49609700,Munster,Ireland,Cork,Cork,"https://maps.google.com/?daddr=51.911086,-8.496097",https://twitter.com/stvincentscork,123.00,1271.00,243.00,false,0,
"St. Vincent's GAA, Ardcath",,53.60214400,-6.38274000,Leinster,Ireland,Meath,Meath,"https://maps.google.com/?daddr=53.602144,-6.38274",,108.00,817.40,245.00,false,0,
Summerhill GAA,,53.48352500,-6.73894100,Leinster,Ireland,Meath,Meath,"https://maps.google.com/?daddr=53.483525,-6.738941",https://twitter.com/summerhillgfc,78.00,824.80,244.00,false,0,
Suncroft,,53.10704000,-6.85761200,Leinster,Ireland,Kildare,Kildare,"https://maps.google.com/?daddr=53.10704,-6.857612",,88.00,863.80,257.00,false,0,
"Swan Club, Carrick on Suir",Davin Memorial Pk,52.34891000,-7.41976300,Munster,Ireland,Tipperary,Tipperary,"https://maps.google.com/?daddr=52.34891,-7.419763",,6.00,1261.50,246.00,false,0,
Swinford GAA,Robert McCallion Memorial Park,53.93436400,-8.95185600,Connacht,Ireland,Mayo,Mayo,"https://maps.google.com/?daddr=53.934364,-8.951856",https://twitter.com/swinfordgaa,70.00,1233.30,281.00,false,0,
Syddan GAA,,53.79611200,-6.63759600,Leinster,Ireland,Meath,Meath,"https://maps.google.com/?daddr=53.796112,-6.637596",https://twitter.com/gfc_syddan,67.00,835.90,244.00,false,0,
Sylane Hurling,,53.52887100,-8.93690600,Connacht,Ireland,Galway,Galway,"https://maps.google.com/?daddr=53.528871,-8.936906",https://twitter.com/sylanehurling,38.00,1237.40,265.00,false,0,
Tadhg Mac Carthaigh,,51.65319100,-9.34066400,Munster,Ireland,Cork,Cork,"https://maps.google.com/?daddr=51.653191,-9.340664",https://twitter.com/tadhgmacgaacork,46.00,1752.50,257.00,false,0,
Taghmon/Camross,,52.32148400,-6.64434500,Leinster,Ireland,Wexford,Wexford,"https://maps.google.com/?daddr=52.321484,-6.644345",https://twitter.com/taghmoncamross/,67.00,1180.20,253.00,false,0,
Tallow,Páirc Eamonn De Paor,52.09497200,-7.99748000,Munster,Ireland,Waterford,Waterford,"https://maps.google.com/?daddr=52.094972,-7.99748",https://twitter.com/tallowgaa,5.00,1184.50,251.00,false,0,
Tang,Joe Fox Park,53.52310100,-7.77986300,Leinster,Ireland,Westmeath,Westmeath,"https://maps.google.com/?daddr=53.523101,-7.779863",,59.00,961.10,272.00,false,0,
Tara Rocks,,52.69777600,-6.28846600,Leinster,Ireland,Wexford,Wexford,"https://maps.google.com/?daddr=52.697776,-6.288466",https://twitter.com/tararocksgaa,78.00,1015.30,240.00,false,0,
Tarbert,,52.57072200,-9.37349500,Munster,Ireland,Kerry,Kerry,"https://maps.google.com/?daddr=52.570722,-9.373495",https://twitter.com/TarbertGAAClub,13.00,1260.20,275.00,false,0,
Teconnaught GAA,"Aoibh na Ceanna, Rosconnor",54.35938300,-5.77110100,Ulster,United Kingdom,Down,Down,"https://maps.google.com/?daddr=54.359383,-5.771101",https://twitter.com/teconnaughtgfc,,988.51,274.00,false,0,
Teemore Shamrocks,St. Mary's Park,54.14448600,-7.56709500,Ulster,United Kingdom,Fermanagh,Fermanagh,"https://maps.google.com/?daddr=54.144486,-7.567095",https://twitter.com/teemoregfc,57.00,1012.57,283.00,false,0,
Templederry Kenyons,Fr. Kenyon Park,52.77624900,-8.07383900,Munster,Ireland,Tipperary,Tipperary,"https://maps.google.com/?daddr=52.776249,-8.073839",https://twitter.com/tdkenyonsgaa,138.00,941.60,248.00,false,0,
Templeglantine,,52.40069400,-9.16727000,Munster,Ireland,Limerick,Limerick,"https://maps.google.com/?daddr=52.400694,-9.16727",https://twitter.com/glantinegaa,144.00,1232.70,276.00,false,0,
Templenoe,,51.86108600,-9.68836300,Munster,Ireland,Kerry,Kerry,"https://maps.google.com/?daddr=51.861086,-9.688363",https://twitter.com/templenoeabu,10.00,2102.90,281.00,false,0,
Templeogue Synge Street,Dolphin Park,53.32859400,-6.29273700,Leinster,Ireland,Dublin,Dublin,"https://maps.google.com/?daddr=53.328594,-6.292737",https://twitter.com/tempsyngest,30.00,927.50,245.00,false,0,
Tempo Maguires,St. Patrick's Park,54.38177900,-7.46061300,Ulster,United Kingdom,Fermanagh,Fermanagh,"https://maps.google.com/?daddr=54.381779,-7.460613",https://twitter.com/TempoMaguires,124.00,1093.70,297.00,false,0,
Termon GAA,Termon GAA Grounds,55.04407400,-7.81534200,Ulster,Ireland,Donegal,Donegal,"https://maps.google.com/?daddr=55.044074,-7.815342",https://twitter.com/clgantearmainn,72.00,1391.51,309.00,false,0,
The Downs,,53.50711600,-7.24162500,Leinster,Ireland,Westmeath,Westmeath,"https://maps.google.com/?daddr=53.507116,-7.241625",https://twitter.com/thedownsgaa,100.00,929.60,260.00,false,0,
The Harps,,52.85029900,-7.39619400,Leinster,Ireland,Laois,Laois,"https://maps.google.com/?daddr=52.850299,-7.396194",https://twitter.com/theharpsgaa,89.00,879.10,250.00,false,0,
The Heath,,53.06585700,-7.21553400,Leinster,Ireland,Laois,Laois,"https://maps.google.com/?daddr=53.065857,-7.215534",https://twitter.com/theheathgaa,105.00,831.70,246.00,false,0,
The Neale GAA,"Páirc Naomh Feichin, Cunga",53.53748600,-9.27347100,Connacht,Ireland,Mayo,Mayo,"https://maps.google.com/?daddr=53.537486,-9.273471",https://twitter.com/thenealegaaclub,29.00,1279.20,263.00,false,0,
The Rock,,53.11568200,-7.29420500,Leinster,Ireland,Laois,Laois,"https://maps.google.com/?daddr=53.115682,-7.294205",https://twitter.com/the_rock_gaa,70.00,867.00,257.00,false,0,
"Thomas Clarke's GAA, Dungannon",O'Neill Park,54.50864700,-6.78728700,Ulster,United Kingdom,Tyrone,Tyrone,"https://maps.google.com/?daddr=54.508647,-6.787287",https://twitter.com/dgnclarkegfc,90.00,886.13,279.00,false,0,
Thomas Davis GAA,,53.27223900,-6.36291600,Leinster,Ireland,Dublin,Dublin,"https://maps.google.com/?daddr=53.272239,-6.362916",https://twitter.com/tomasdaibhis,105.00,1097.40,250.00,false,0,
"Thomas Davis' GAA, Corrinshego",Thomas Davis,54.17651400,-6.36309400,Ulster,United Kingdom,Armagh,Armagh,"https://maps.google.com/?daddr=54.176514,-6.363094",https://twitter.com/corrinshegogfc,87.00,980.99,287.00,false,0,
Thomastown,,52.52290800,-7.13023500,Leinster,Ireland,Kilkenny,Kilkenny,"https://maps.google.com/?daddr=52.522908,-7.130235",https://twitter.com/thomastowngaa,15.00,923.90,245.00,false,0,
Threecastles,Threecastles GAA Pitch,52.70378700,-7.31264600,Leinster,Ireland,Kilkenny,Kilkenny,"https://maps.google.com/?daddr=52.703787,-7.312646",,70.00,909.30,247.00,false,0,
Thurles Gaels,Kickham Park,52.66948800,-7.79508700,Munster,Ireland,Tipperary,Tipperary,"https://maps.google.com/?daddr=52.669488,-7.795087",https://twitter.com/thurlesgaels,99.00,857.40,240.00,false,0,
Thurles Sarsfields,Semple Stadium Pitch,52.68228700,-7.82338000,Munster,Ireland,Tipperary,Tipperary,"https://maps.google.com/?daddr=52.682287,-7.82338",https://twitter.com/thurlessars,108.00,914.40,244.00,false,0,
Thurles Sarsfields,Semple Stadium Pitch,52.68703570,-7.83717870,Munster,Ireland,Tipperary,Tipperary,"https://maps.google.com/?daddr=52.6870357,-7.8371787",https://twitter.com/thurlessars,104.00,914.40,244.00,false,0,
Timahoe,,52.96926900,-7.21251200,Leinster,Ireland,Laois,Laois,"https://maps.google.com/?daddr=52.969269,-7.212512",https://twitter.com/timahoegaa,127.00,860.60,253.00,false,0,
Tinahely GAA,,52.79881400,-6.45750100,Leinster,Ireland,Wicklow,Wicklow,"https://maps.google.com/?daddr=52.798814,-6.457501",https://twitter.com/tinahelygaaclub,120.00,1172.20,266.00,false,0,
Tinryland,,52.79933300,-6.88085300,Leinster,Ireland,Carlow,Carlow,"https://maps.google.com/?daddr=52.799333,-6.880853",https://twitter.com/tinryland_gfc,73.00,877.20,242.00,false,0,
Tipperary GAA,Semple Stadium,52.68222800,-7.82776600,Munster,Ireland,Tipperary,Tipperary,"https://maps.google.com/?daddr=52.682228,-7.827766",,109.00,914.40,244.00,false,0,
"Tír na nÓg GAA, The Moy",Páirc Thír na nÓg,54.44330100,-6.69700200,Ulster,United Kingdom,Tyrone,Tyrone,"https://maps.google.com/?daddr=54.443301,-6.697002",https://twitter.com/anmhaigh,13.00,882.42,275.00,false,0,
"Tír na nÓg, Randalstown","Tr na nÓg GAA Grounds, Whitehill",54.74925400,-6.28616600,Ulster,United Kingdom,Antrim,Antrim,"https://maps.google.com/?daddr=54.749254,-6.286166",https://twitter.com/tirnanoggac,42.00,1001.04,283.00,false,0,
"Tír na nÓìg GAA, Portadown",Father Rafferty Park,54.43667600,-6.45509200,Ulster,United Kingdom,Armagh,Armagh,"https://maps.google.com/?daddr=54.436676,-6.455092",https://twitter.com/tirnanogpdown,28.00,927.74,276.00,false,0,
Tommy Larkins GAA,,53.05067100,-8.39709300,Connacht,Ireland,Galway,Galway,"https://maps.google.com/?daddr=53.050671,-8.397093",,58.00,948.20,244.00,false,0,
Toome St. Victors,St. Victors Park,54.08180500,-6.67917300,Ulster,Ireland,Monaghan,Monaghan,"https://maps.google.com/?daddr=54.081805,-6.679173",https://twitter.com/tuaimclg,100.00,977.50,254.00,false,0,
Toomevara,St. Michael's Park,52.85024200,-8.04135200,Munster,Ireland,Tipperary,Tipperary,"https://maps.google.com/?daddr=52.850242,-8.041352",https://twitter.com/toomegaa,118.00,1041.80,263.00,false,0,
Tooreen GAA,Adrian Freeman Memorial Park,53.82780000,-8.76099000,Connacht,Ireland,Mayo,Mayo,"https://maps.google.com/?daddr=53.8278,-8.76099",https://twitter.com/TooreenHurlers,90.00,1223.80,277.00,false,0,
