Club Name,Recordings,Club Identifier
LFA GA 2008,77,lfa-ga-2008
LFA - Liga de Futbol Aficionado,150,lfa-colombia
LFAP04 Temporary,21,lfa-phillips-2004-temporary
LFC,12,lexington-football-club-4
LFC  12G and 11B 24/25,124,legends-fc-az-12g-fc-2023
LFC,86,lfc-2011-north-oakland-boys-academy
LFC 2013,42,lfc-2013
LFCIA of MI,139,liverpool-football-club-international-academy-of-m
LFCIA Nor Cal B05,15,lfc-international-academy-nor-cal
LFC Windsor,15,lfc-windsor-b9be6a01
LFF Zemgales futbola centrs,86,lff-zemgales-futbola-centrs
LFG,21,high-sierra
LFH,11,buhos-fc-f7685d5b
LFK G16 2024,10,lfk-g16-2024
LF PRoducciones,319,lf-producciones
LG Celtics,229,andrew-taylor
LGN,41,lgn-red
Lhanbryde Utd,25,lhanbryde-united-football-club
LHK Jestřábi,35,lhk-jestrabi-prostejov
LHS,105,lc-fusion-basketball
LHS Girls Lacrosse,29,lhs-girls-lacrosse
Lassen Soccer,115,lhs-soccer
Raphael & Lia,156,football-club-23
Lia fotball,158,lia-il
Click Soccer Training,96,liam-239e9811
My Clubhouse,23,my-clubhouse-3ffcd560
Halswell United,23,liam-mulcahy
Eire Og Annacarty Donohill Camogie,34,liam-o-dwyer
Liam Smith,26,liam-afc
Liatroim Fontenoys,47,liatroim-fontenoys-bdbe8740
Libby Middle High School,10,libby-high-schoolkootenai-rapids-soccer-club
LCHS,27,liberty-charter-highschool
Liberty Common,53,liberty-common-school
Liberty FC,89,liberty-fc
Liberty Hill Men's Soccer,106,liberty-hill-high-school
Liberty Hill Lacrosse Club,31,liberty-hill-hs-boys-lacrosse
LH Sports,152,liberty-hill-sports
Liberty Hill,118,liberty-hill-womens-soccer
Liberty Lacrosse,13,liberty-lacrosse-dfb099e8
Liberty,53,liberty-lacrosse-club
Liberty black,99,liberty-lax
Liberty Middle School,24,liberty-middle-school
Liberty Rugby Club,91,liberty-rugby-club
Liberty United,171,liberty-united-soccer-club
Libertyville High School,12,libertyville-high-school-df603e74
Liberty Warriors,40,liberty-warriors-rugby-club
Libourne football association,11,libourne-football-association
Libourne Football Association 2024,12,football-club-libourne
Libramont,44,bodet-samuel
Libre,114,lorca-club-futbol-base
Liceo Militar,61,liceo-militar-bba087a8
Liceo Naval,52,liceo-naval
LICEO RUGBY CLUB,134,liceo-rugby-club
LICEUL SPORTIV SUCEAVA,14,liceul-sportiv-suceava
Lichfield City FC,132,lichfield-city-fc
Lichfield City Football Academy,60,lichfield-city-football-academy
Lichfield City Ladies,17,lichfield-city-ladies-42e8c2d5
Lichfield City Ladies FC,37,joanne-sheerin
Lichfield Hockey Club,16,lichfield-hockey-club-2249fcb5
Lichfield RUFC,71,lichfield-rufc
Lichfield RUFC,132,lichfield-rugby-union-football-club
Lichtenrader BC 25,118,lichtenrader-bc-25
Colts,188,lickhill-colts-3
Lickhill Colt's,106,lickhill-colts
Licking Heights Soccer,73,licking-heights-soccer
LWHS,161,lick-wilmerding-high-school
LWHS Boys Soccer,53,lick-wilmerding-high-school-boys-soccer
Lidingö VEO,18,private-cce23c25
Lidköpings FK,204,lidkopings-fk
Lidköpings FK,13,lidkopings-fk-dae690f1
FC La Madeleine,19,liebaert-cedric
Liepājas FS,408,biedriba-fk-liepaja
Lier Idrettslag,46,lier-idrettslag
LI Express MORAN 2029,86,li-express-moran-2029
LIF Chile,786,lif-chile
Life Academy International,28,life-academy-international
Life Academy Soccer,108,life-academy-soccer
Life Center Academy,26,life-center-academy-boys-soccer
SKFC,17,life-sports-course
Lifton,17,lifton-football-club
Liga,95,liga-2d1ee04d
Liga 7 Mdes,536,liga-7-mdes
Liga Antioqueña de Futbol,70,liga-antioquena-de-futbol
LIGA BEMOWSKA/SUPERLIGA6 BIZNES,8770,sportliga
LIGA CORNER,55,liga-corner
Liga del meta,14,nueva-era
Liga del Rey,271,liga-del-rey
Liga Élite 2025,10,liga-elite-2025
Liga Fanów,3299,liga-fanow
Liga Fansport,40,liga-fansport-e7548160
Liga Fratelo,164,liga-fratelo
Liga Futbolera,240,liga-futbolera
Liga Futsal del Atlántico,25,liga-futsal-del-atlantico-55cd56d5
Pibes del Barrio,91,liga-los-pibes-del-barrio
LIGA NP,285,liga-np
PANDO FUTBOL 8,284,liga-pando-futbol-8
LIGAR FC,128,ligar-fc
ASOCIACION TIKI TAKA F7,391,ligas-tiki-taka
LIGEN,35,ligen
Lightning,58,lightning
LIGHTNING,18,lightning-869d387d
Lightning Elite,16,lightning-elite
Lightning Lax Club,92,lightning-lax-club
Lightning SC,43,lightning-soccer-club-8c5bc800
Lightning SC,106,lightning-soccer-club-a8b2f4f0
Lightning Sports,37,lightning-sports
Lightridge Boys Lacrosse,23,lightridge-boys-lacrosse
Lightridge Girls Lacrosse,33,lightridge-girls-lacrosse
Lacrosse,24,ligia
LV Soccer,11,ligonier-valley-high-school-soccer-teams
Ligorna 1922,158,ligorna-1922
LIGOWIEC,120,ligowiec-bc0fdd69
LIGOWIEC,2402,ligowiec
Ligthhouse,287,kensington-soccer-club
LAuRAFoot,261,peg-lyon-f3af1a67
LBFC,1202,ligue-bourgogne-franche-comte-de-football
Ligue Centre Val-de-Loire,275,ligue-centre-val-de-loire-de-football
LFG973,40,ligue-de-football-de-la-guyane
LIGUE DE FOOTBALL DE NORMANDIE,38,ligue-de-football-de-normandie-5ed5e82f
LFSM,63,ligue-de-football-de-saint-martin
Ligue de Football d’Occitanie,92,ligue-de-football-doccitanie-2eadf40d
LFPL,279,ligue-de-football-pays-de-la-loire
Ligue des Hauts-de-France de Handball,466,ligue-des-hauts-de-france-de-handball
Ligue du Grand Est de Football,442,ligue-du-grand-est-de-football-lgef
Ligue Hauts de France Handball Arbitrage,35,ligue-hauts-de-france-handball-arbitrage
Ligue Mtl-International / ESBM,60,ligue-mtl-international-esbm
Ligue Régionale Centre Val de Loire de Rugby,44,ligue-centre-val-de-loire-de-rugby
LIGUE REGIONALE CORSE DE RUGBY,41,ligue-regionale-corse-de-rugby
LIgue Regionale Bourgogne Franche-Comté de Rugby,11,ligur-de-rugby-bourgogne-franche-comte
Ligue Regionale Normande de Rugby,30,ligue-regionale-normande-de-rugby
LRF,21,ligue-reunionnaise-de-football
LIGUE SUD BASKET BALL,14,ligue-sud-basketball
Lija Ath,218,lija-athletic-football-club
Like a pro,117,sebastian-galvis
likya spor,22,likya-spor-club
Lillån FK,190,lillaan-fotbollsklubb
Lilla Torg FF,163,lilla-torg-ff
Lilla Träslöv FF,146,lilla-traslov-ff
Lillehammer FK,478,lillehammer-fotballklubb
LKFK,258,lillehammer-kvinnefotballklubb
Lille métropole basket clubs,23,lille-metropole-basket-clubs
LRC,70,lille-rugby
LSK,372,lillestroem-6fac6fa0
Lillestrøm Sportsklubb,518,lillestroem-sportsklubb
LTFK,42,lille-toeyen-fk
Lilli Pilli,178,lilli-pilli-football-club
Lilliput,10,lilliput-3d38f386
Lilliput FC,58,lilliput-fc
Lilliput FC,63,lilliput-fc-dc6fe48a
Lillpite IF,52,lillpite-if-faf41599
Limassol Crusaders,13,limassol-crusaders-rugby-football-club
Limavady Rugby Club,20,limavady-cricket-rugby-football-hockey-club
Limvady Grammar School,37,limvady-grammar-school
Limavady United FC,156,limavady-united-fc
Limavady Wolfhounds GAC,17,limavady-wolfhounds-gac
Limburgo,232,polos
Limehurst lions,34,limehurst-lions-arlfc-bfc643f5
Limelight,33,limelight
Limerick Camogie,11,limerick-camogie
Limerick Desmond,83,limerick-desmond-schoolboy-girl-league
LDSL,17,limerick-district-schoolchildrens-league
Limerick Football Club,34,limerick-football-club-f77cabe3
Limerick GAA,39,limerick-gaa-523136ee
LSC,86,limestone-soccer-club
LB07,11,limhamn-bunkeflo
LB07,10,limhamn-bunkeflo-2007-2
Lb07,12,limhamns-fr
Limitless,88,limitless-football-academy
Limitless,26,limitless-lx
LSFC,146,limitless-sports-fc
Limoges,11,limoges-beaubreuil-football-club
L'Impact,227,limpact-du-college-durocher-saint-lambert
Linares Deportivo,355,linares-deportivo
ESA,10,linas
Linces Iberia,88,linces-iberia
Lincoln City FC,873,lincoln-city-fc-08146977
Lincoln City,87,lincoln-city-fc-98df762e
LCPA Tigers,44,lincoln-college-prep
Lincoln FC,51,lincoln-fc-16ef8e61
Lincoln FC,59,lincoln-fc-sharks
Lincoln FC,53,lincoln-futbol-club-08626777
Lincoln FC,145,lincoln-fc-cb780421
Lincoln FC,71,lincoln-futbol-club-a82cc89d
LFC Shockers,120,lincoln-futbol-club
LHS,35,lincoln-high-school-jv
Lincoln High School,10,lincoln-high-school-3c7c89c8
Lincoln High School,24,lincoln-high-school-c7d4ad6f
Lincoln Girls Soccer,118,lincoln-girls-soccer-florida-elite-06-g
Lynx,100,lincoln-high-school-lynx
Lincoln Soccer,91,lincoln-high-school-soccer
Lincoln LC,113,lincoln-lacrosse-club
Lincoln Minster Senior School,52,lincoln-minster-school
LNS,43,capital-soccer-association
Lincoln,237,lincoln-red-imps-fc-3
Lincoln Rugby,139,lincoln-rugby-football-club
Lincoln School,29,cr-sep-1
Lincoln School,35,lincoln-school
Lincolnshire FA,25,lincolnshire-football-association
LS,15,lincoln-sudbury-lacrosse
Lincoln-Sudbury RHS,32,lincoln-sudbury-warriors
Lincoln Trail College,86,lincoln-trail-college-soccer
Lincoln United,21,lincoln-united-b999d306
Lincoln United,66,lincoln-united-fc
Lincoln University,28,lincoln-university
LYS,202,lincoln-youth-soccer
LYS,89,lincoln-youth-soccer-6df735a6
Lindbergh Soccer,46,lindbergh-soccer
LASC,313,lindenhurst-area-soccer-club
Linden,50,linden-neball-club
Linden S.C.,39,linden-soccer-club
Lindenwood Women's Basketball,35,lwell
Lindfield FC,445,lindfield-football-club
Lindfield Pumas,54,lindfield-junior-football-club
Lindfield Juniors,46,lindfield-junior-rugby-union
Lindisfarne Anglican Grammar,37,lindisfarne-anglican-grammar
KLG Fodbold,252,lindkollund-klg
Lindö FF,48,lindo-ff-6
Lindome GIF,43,lindome-gif-f7b00a89
Lindome GIF,76,lindome-gif-3
Albion SC,27,boise-thorns
Liner Family Club,79,liner-family-club
Linero IF,242,linero-idrottsforening
Lineup,141,lineup-social-sports
Linfield Women & Girls,65,linfield-ladies-fc-academy
Linford Wanderers,44,linford-wanderers-68ca06dd
Link Campus University,76,link-campus-university
BK Tinnis,218,linkoping-bk-tinnis-2
Linköping FF,80,linkopings-ff-ungdom
Linlithgow Rose Community Football Club,12,linlithgow-rose-community-football-club-c9a7fae7
Linlithgow Reds,74,linlithgow-rugby-club-ltd
Linn-Mar,24,linn-mar-high-school
Linton Hotspur Football Club,51,linton-hotspur-football-club
Linus Dehman,23,linus-dehman
Linus,19,linus-schewior
Linwood Rangers,81,linwood-rangers
Lion City Sailors FC,1092,lion-city-sailors-football-club
Lion City Sailors - Womens,95,lion-city-sailors-womens
LionHeart Football,37,lionheart-football
LHFC,95,lionheart-football-club
Lion Kings,369,lion-kings-fc
Touch Academy,718,gustare-touch-football-club
Lions,14,videoray-llc
Lions,76,lions-26767157
Lions,20,lions-3406f6d6
Alliance Arlon,103,lions-camp-royal-basket-alliance-arlon
Lions FC,376,lions-fc
Lions,101,lions-fc-5
Lions FC,22,lions-fc-dbcfd6d3
Lions FC,1810,queensland-lions-fc
Lions,265,lions-fc-c3ad4e30
Lions,54,lions-fc-74a6178b
Lion's FC,88,lions-football-club-3
Lions FUTBOL Club,68,lions-futbol-club-91307381
LIONS Handball Center,81,lions-handball-team
Lions IDP,19,lions-idp
Lions Sports-Club Bonn e.V.,13,lions-sports-club-bonn-ev
Lionville,455,lionville-soccer-club
LiPK & Tervarit,532,limingan-pallokarhut
LA Soccer,44,lipscomb-academy-soccer
Lira BK,470,lira-bk
JB Marine,53,lisa-a-raymond
Fundacion Alzate,229,lisandro-alzate
Lisbellaw United FC,74,lisbellaw-united-football-club-4c040943
Lisburn Castlereagh Junior League,67,lisburn-castlereagh-junior-league
Lisburn Distillery,112,lisburn-distillery-football-club
Lisburn Rangers Ladies,27,lisburn-rangers-ladies-fc
Lisburn Rugby,115,lisburn-rugby-club
Lisburn Youth,59,lisburn-youth
Lisleby,36,lisleby-fotballklubb-bd5a0f2b
Lisle FC,82,lisle-football-club
Lismore Derrinallum Football Club,63,lismore-derrinallum-football-club
Lismore Thistles,123,lismore-thistles-soccerclub
Lisnaskea Emmetts GAC,43,lisnaskea-emmetts-gac
Li Soccer,214,li-soccer
LISC,65,li-soccer-club
Liss Athletic,35,liss-athletic-football-club
ListaFC,860,listafc
Liston 1st XV,85,liston-college
J&M Carryout Ltd,18,jm-carryout-ltd
Panther Soccer,20,litchfield-panthers
litemoment,41,litemoment-sports-video
Lithuanian Football Federation,703,lithuanian-football-federation
Lithuania Rugby Federation,17,lithuania-rugby-federation
Litigonçalves Lda,113,litigoncalves-lda
2011 Little Caesars,42,2011-little-caesars-aaa-hockey
Little Flyers 2011,23,little-flyers-2011
Lil Griz,61,little-grizzlies
Little Heath FC,236,little-heath-football-club
Little Kickers Lanarkshire,45,little-kickers-lanarkshire
LLSC,53,little-lever-sports-club-772e1f6e
LM Lax,58,little-miami-lacrosse
LMWS,120,little-miami-womens-soccer
Acorns,153,little-oakley-fc
Little players Ajax,16,little-players-ajax
Little Rock Rangers,35,little-rock-rangers-27edddd0
Little Rock Rangers 07-09 Girls,31,little-rock-rangers-07-09-girls
Little Rock Rangers,142,little-rock-rangers-academy-2
Little Rock Rangers Academy,82,little-rock-rangers
LRRA '09 Boys,123,little-rock-rangers-academy-2009-boys
LHS Soccer,66,littlestown-high-school-soccer
Little Tigers Football and Cheer,37,little-tigers-football-and-cheer
Littleton High School,17,littleton-high-school
Littleton High School,83,littleton-high-school-girls-varsity-soccer
LTU,124,littoisten-tyovaen-urheilijat
FOOTLIFE,104,littoral-footlife
Live,157,richmond-rovers
Various,246,lennox-head-football-club
P Mcloughlin C/O Sefton Stars Basketball Club,23,liverpool-basketball-club
Liverpool Academy 09 Boys,72,liverpool-central-boys-2009-academy
Liverpool Collegiate,83,liverpool-collegiate-rugby-football-club
Liverpool FC,31,liverpool-fc-4faab34a
Liverpool,44,liverpool-fc-19
Liverpool Football Club,25,liverpool-fc-20
Liverpool FC IA Michigan Ann Arbor,291,liverpool-fc-ia-michigan-ann-arbor
Liverpool FC IA Michigan Central,1941,liverpool-fc-ia-michigan
Liverpool FC IA MI Hartland,415,liverpool-fc-ia-mi-hartland
Liverpool FC IA MI N. Oakland,638,liverpool-fc-ia-mi-clarkston
Liverpool,83,liverpool-fc-ia-socal-g07-dpl
LFC IA WA,1846,isc-gunners-2
LFCIA,73,liverpool-fc-international-academies-mauritius
LFCIA Socal,72,liverpool-fc-international-academy-socal
North Miss,194,north-mississauga-soccer-club-be1767c3
Liverpool FC Mississauga,39,liverpool-fc-mississauga
Max,78,liverpool-fc-windsor
Feds,150,liverpool-feds-3
Liverpool Feds Reserve's,25,liverpool-feds-reservers
LFC Foundation,185,liverpool-football-club-foundation
LFC,191,liverpool-football-club-international-academy-mi-2
Liverpool,61,liverpool-futbol-club
LIVERPOOL F.C,898,liverpool-futbol-club-cb1aac9e
Liverpool Fútbol Club,78,liverpool-futbol-club-cba80537
Liverpool International Academy,25,liverpool-international-academy-91c4cae9
LFC IA,322,liverpool-international-academy-mactri
LFCIA Maryland,105,liverpool-international-academy-maryland
Liverpool lions RLFC,33,liverpool-lions-rugby-league-football-club
Liverpool Uni Women’s Rugby Union,24,liverpool-uni-womens-football-club
Liversedge,10,liversedge
Live Upen,10,stream-up
LA Soccer,152,livingston-academy-soccer
Lancers,43,livingston-high-school
Livingston,55,livingston-rugby-club-2
Livingston United FC,14,livingston-united-fc-1be8ee4f
Livingston United FC - Development,25,livingston-united-fc
Livingston WFC Youth Academy,54,livingston-womens-football-club
Living Word,95,living-word-lutheran-timberwolves
Livonia high school,19,livonia-high-school
Wolf5,36,lizama-family
LA Fire,290,louisiana-fire-5
Lizarraga,11,parent-coach
Liza Sherman,21,liza-sherman
LJ,183,crusaders-soccer-club
LJENT SC,127,ljent-sc
Ljungbyholms GoIF,71,ljungbyholms-goif
Ljungby IF,117,ljungby-if-60561d2d
Ljungskile SK - Women's,108,ljungskile-sk-womens
Ljusdals IF,166,ljusdals-idrottsforening-91766a6c
LKB Gistrup,46,lkb-gistrup
LKS Dąbroczanka Pępowo,17,lks-dabroczanka-pepowo
LKS Gałkówek,31,lks-gakowek
LKS Iskra Golczewo,18,lks-iskra-golczewo
ISKRA KRZEMIEŃ,15,sp-zawisza-bydgoszcz
ŁKS Łódź VEO 1,93,ks-odz-ddb6be0d
ŁKS Łódź VEO 2,56,ks-odz-sa
PIAST OŻAROWICE,72,lks-piast-ozarowice
LKS Przemsza Siewierz,12,ludowy-klub-sportowy-przemsza-siewierz-nip-625214
LKS Slesin,10,lks-slesin
Llandaff North RFC,63,llandaff-north-sports-and-social-club
Llandaff RFC,174,llandaff-rfc
Llandeilo,582,llandeilo-rfc-juniors
Llandeilo,34,llandeilo-under-15
Llandovery College,134,llandovery-college-rugby
drovers,24,llandovery-rugby-football-club
Llandudno,17,llandudno
Llandudno FC,323,llandudno-football-club
Llandudno,69,llandudno-rugby-club-08c04320
Llandudno swifts,20,llandudno-swifts
Llanelli Town Academy,273,llanelli-town-academy-14ac7faa
Llanelli Town AFC,36,llanelli-town-afc
Llanelli Wanderers,100,llanelli-wanderers-rugby-football-club
Llangefni Town Ladies,11,llangefni-town-ladies-632e67ba
Llangennech,147,llangennech-association-football-club
Llangennech RFC,44,llangennech-rfc
Llangoed FC,14,llangoed-fc
Llangwm Wasps,24,llangwm-seniors-rugby-club
Llanharan RFC,27,llanharan-rfc
Llnharan Rugby Football Club Ltd,40,llanharan-rugby-football-club-ltd
Llanhilleth RFC,39,llanhilleth-rfc-393d9e20
Llanidloes Rugby Club,65,llanidloes-rugby-club
Llani FC,86,llanidloes-town-fc
Llanishen FC,21,llanishen-fc
Llanishen Lions U15s,12,llanishen-lions-u15s
Llanishen RFC U15s,25,llanishen-rfc-u15s
Llanishen,93,llanishen-rfc
Llanishen Rugby,53,llanishen-rugby-club
Llanrumney United,109,llanrumney-united-cc3d6ee9
Llanrwst United FC,30,llanrwst-united-football-club
Llantrisant RFC,48,llantrisant-rugby-football-club
Llantwit Fardre RFC,146,llantwit-fardre-rugby-football-club
Llantwit Major AFC,35,llantwit-major-afc
Llantwit Major AFC,120,llantwit-major-athletic-football-club
Llantwit Major JFC,14,llantwiot-major-jfc
Llaüt - Alfabia,16,llaut-alfabia-87e076df
Llay Welfare FC,14,philip-hudson
Llechryd Veo 1 Cam,61,llechryd-football-club
Llechryd Veo 3 Cam,15,llechryd-football-club-7e59c13a
LLNAY,226,2011-minnesota-thunder-academy-girls-pre-ecnl
Evolution Sports Group,26,lloyd-dwaah
Lobos,11,llr-05
Old Brods/ LLS,67,lls-old-brodleians
Llywdcoed Afc,10,llywdcoed-afc
LMD,68,lamora-designs-llc
LM Football,59,barrow-town-juniors-eagles-hawks
La Mirada High School Girls Soccer,48,la-mirada-high-school-girls-soccer
LMLS Family,68,san-diego-surf-26
LMSC,26,na-9bf7ab96
LMSC,246,lmsc-campo
LMSC Flash Navy,36,lower-merian-sc-flash
LMU Mens Soccer,78,lmu-mens-soccer
LND Hoops,53,private-b82f3dfd
LNER Youth,64,lner-youth
LOASS FC/ WALTHAM RAYDERS FC,34,loass-fc-walthamrayders-fc
Loboes,10,loboes
Lobos,10,lobos-7
Lobos Blue 2009,139,lobosblue2009
Lobos FC,33,lobos-fc
Lobos FC,18,lobos-fc-244d6c6d
Lobos,198,lobos-rugby-club
Lobos Rush,17,lobos-rush-f4045193
Lobos Rush,159,arlington-soccer-academy-2
Lobos Rush,130,lobos-rush-278bd125
Lobos Rush 2011B,112,lobos-rush-2dc81dbb
Lobos Rush 2012 ECNL,26,lobos-rush-89a35134
Lobos,40,lobos-rush-blue-ae28ef6b
Lobos Rush,836,lobos-rush-soccer-club
Local League,467,local-league-uk
Local Legends,99,local-legends-rva
LOCH,13,loch
Lochaber RFC,17,lochaber-rugby-club
Lochar Thistle F.C,37,lochar-thistle-football-club
Lochee United,117,lochee-united-jfc
Lochemse Hockeyclub,46,lochemse-hockeyclub
Lochend FA,21,lochend-football-academy
Lochend Football Academy,115,lochend-fa
Gowna,25,loch-gowna-gaa
Loch Ness F.C.,32,loch-ness-football-club
LOCKPORT LIGHTNING,92,lockport-lightning-wendt
Lockport Soccer Club,146,lockport-soccer-club
Soccer,59,lockport-township-high-school-girls-soccer
Locks Heath Pumas,46,locksheath-pumas-rfc
Locomotive Blue 2009,92,fc-dallas-el-paso
LGHS Soccer,97,locust-grove-high-school-soccer
Loddon Sports,22,loddon-sports-junior-football-club
Lodi FC,24,lodi-fc
Lödöse Nygård lK,140,lodose-nygaards-lk
Loftus Yarrawarrah Rovers FC,53,loftus-yarrawarrah-rovers-fc
Logan City Bears,125,logan-city-gfc
Logan Davila Soccer,11,myself-for-my-sons-games-with-brevard-soccer-aca
Logan Ferguson,10,logan-ferguson
Loganlea SHS,24,loganlea-shs
Loganlea United AFC,81,armadale-amatuer-football-club
Logan FC,1309,logan-lightning-fc
Logan Metro Football Club,330,logan-metro-football-club-3
Logan,72,logan-robosky
Logansport High School,197,logansport-high-school
Logan Village Falcons,108,logan-village-falcons-all-sports
Loganville High School,383,loganville-high-school
LIF,59,loegstoer-idraetsforening
Løgumkloster IF Fodbold,38,loegumkloster-idraetsforening-fodbold
Lohausener Sport-Verein 1920 e.V.,33,lohausener-sport-verein-1920-ev
LoPa,57,lohjan-pallo-898c9084
Lohjan Pallo,344,lohjan-pallo-p2011
Lohjan Pallo,76,lohjan-pallo-9a21a171
Lopa,77,lohjan-pallo-ry
Lokman,88,lokman-cakmak
Loko,11,loko
LOKOMOTIVA BRNO HORNÍ HERŠPICE,49,lokomotiva-brno-horni-herspice
Lokomotiva KV,24,lokomotiva-karlovy-vary
Lokomotiva Veselí n. Lužnicí,23,lokomotiva-veseli-n-luznici
Lokomotiv Sofia 2013,112,my-clubhouse-fd6e75cb
